GEOID,NAME,variable,estimate,moe
040131099004,Block Group 4; Census Tract 1099; Maricopa County; Arizona,pop_total,963,403
040131099004,Block Group 4; Census Tract 1099; Maricopa County; Arizona,total_pop_r,963,403
040131099004,Block Group 4; Census Tract 1099; Maricopa County; Arizona,white_nh,43,77
040131099004,Block Group 4; Census Tract 1099; Maricopa County; Arizona,hispanic,919,384
040131099004,Block Group 4; Census Tract 1099; Maricopa County; Arizona,total_occ,248,89
040131099004,Block Group 4; Census Tract 1099; Maricopa County; Arizona,renter,14,25
040130715041,Block Group 1; Census Tract 715.04; Maricopa County; Arizona,pop_total,777,192
040130715041,Block Group 1; Census Tract 715.04; Maricopa County; Arizona,total_pop_r,777,192
040130715041,Block Group 1; Census Tract 715.04; Maricopa County; Arizona,white_nh,763,190
040130715041,Block Group 1; Census Tract 715.04; Maricopa County; Arizona,hispanic,0,14
040130715041,Block Group 1; Census Tract 715.04; Maricopa County; Arizona,total_occ,520,113
040130715041,Block Group 1; Census Tract 715.04; Maricopa County; Arizona,renter,15,24
040130405061,Block Group 1; Census Tract 405.06; Maricopa County; Arizona,pop_total,1845,398
040130405061,Block Group 1; Census Tract 405.06; Maricopa County; Arizona,total_pop_r,1845,398
040130405061,Block Group 1; Census Tract 405.06; Maricopa County; Arizona,white_nh,1687,372
040130405061,Block Group 1; Census Tract 405.06; Maricopa County; Arizona,hispanic,57,66
040130405061,Block Group 1; Census Tract 405.06; Maricopa County; Arizona,total_occ,1267,315
040130405061,Block Group 1; Census Tract 405.06; Maricopa County; Arizona,renter,141,57
040133190011,Block Group 1; Census Tract 3190.01; Maricopa County; Arizona,pop_total,3727,64
040133190011,Block Group 1; Census Tract 3190.01; Maricopa County; Arizona,total_pop_r,3727,64
040133190011,Block Group 1; Census Tract 3190.01; Maricopa County; Arizona,white_nh,2251,205
040133190011,Block Group 1; Census Tract 3190.01; Maricopa County; Arizona,hispanic,737,174
040133190011,Block Group 1; Census Tract 3190.01; Maricopa County; Arizona,total_occ,0,14
040133190011,Block Group 1; Census Tract 3190.01; Maricopa County; Arizona,renter,0,14
040131042173,Block Group 3; Census Tract 1042.17; Maricopa County; Arizona,pop_total,1568,328
040131042173,Block Group 3; Census Tract 1042.17; Maricopa County; Arizona,total_pop_r,1568,328
040131042173,Block Group 3; Census Tract 1042.17; Maricopa County; Arizona,white_nh,1364,350
040131042173,Block Group 3; Census Tract 1042.17; Maricopa County; Arizona,hispanic,165,111
040131042173,Block Group 3; Census Tract 1042.17; Maricopa County; Arizona,total_occ,750,127
040131042173,Block Group 3; Census Tract 1042.17; Maricopa County; Arizona,renter,349,104
040131042232,Block Group 2; Census Tract 1042.23; Maricopa County; Arizona,pop_total,1263,317
040131042232,Block Group 2; Census Tract 1042.23; Maricopa County; Arizona,total_pop_r,1263,317
040131042232,Block Group 2; Census Tract 1042.23; Maricopa County; Arizona,white_nh,917,293
040131042232,Block Group 2; Census Tract 1042.23; Maricopa County; Arizona,hispanic,164,104
040131042232,Block Group 2; Census Tract 1042.23; Maricopa County; Arizona,total_occ,375,62
040131042232,Block Group 2; Census Tract 1042.23; Maricopa County; Arizona,renter,9,14
040134202071,Block Group 1; Census Tract 4202.07; Maricopa County; Arizona,pop_total,1572,330
040134202071,Block Group 1; Census Tract 4202.07; Maricopa County; Arizona,total_pop_r,1572,330
040134202071,Block Group 1; Census Tract 4202.07; Maricopa County; Arizona,white_nh,1468,343
040134202071,Block Group 1; Census Tract 4202.07; Maricopa County; Arizona,hispanic,58,50
040134202071,Block Group 1; Census Tract 4202.07; Maricopa County; Arizona,total_occ,625,113
040134202071,Block Group 1; Census Tract 4202.07; Maricopa County; Arizona,renter,10,15
040138169032,Block Group 2; Census Tract 8169.03; Maricopa County; Arizona,pop_total,2215,580
040138169032,Block Group 2; Census Tract 8169.03; Maricopa County; Arizona,total_pop_r,2215,580
040138169032,Block Group 2; Census Tract 8169.03; Maricopa County; Arizona,white_nh,1614,542
040138169032,Block Group 2; Census Tract 8169.03; Maricopa County; Arizona,hispanic,362,239
040138169032,Block Group 2; Census Tract 8169.03; Maricopa County; Arizona,total_occ,719,232
040138169032,Block Group 2; Census Tract 8169.03; Maricopa County; Arizona,renter,66,56
040139412001,Block Group 1; Census Tract 9412; Maricopa County; Arizona,pop_total,1068,145
040139412001,Block Group 1; Census Tract 9412; Maricopa County; Arizona,total_pop_r,1068,145
040139412001,Block Group 1; Census Tract 9412; Maricopa County; Arizona,white_nh,11,10
040139412001,Block Group 1; Census Tract 9412; Maricopa County; Arizona,hispanic,265,84
040139412001,Block Group 1; Census Tract 9412; Maricopa County; Arizona,total_occ,271,32
040139412001,Block Group 1; Census Tract 9412; Maricopa County; Arizona,renter,29,13
040132182004,Block Group 4; Census Tract 2182; Maricopa County; Arizona,pop_total,3547,1381
040132182004,Block Group 4; Census Tract 2182; Maricopa County; Arizona,total_pop_r,3547,1381
040132182004,Block Group 4; Census Tract 2182; Maricopa County; Arizona,white_nh,1696,1015
040132182004,Block Group 4; Census Tract 2182; Maricopa County; Arizona,hispanic,983,597
040132182004,Block Group 4; Census Tract 2182; Maricopa County; Arizona,total_occ,1472,410
040132182004,Block Group 4; Census Tract 2182; Maricopa County; Arizona,renter,1186,374
040133194041,Block Group 1; Census Tract 3194.04; Maricopa County; Arizona,pop_total,1503,261
040133194041,Block Group 1; Census Tract 3194.04; Maricopa County; Arizona,total_pop_r,1503,261
040133194041,Block Group 1; Census Tract 3194.04; Maricopa County; Arizona,white_nh,949,271
040133194041,Block Group 1; Census Tract 3194.04; Maricopa County; Arizona,hispanic,239,159
040133194041,Block Group 1; Census Tract 3194.04; Maricopa County; Arizona,total_occ,543,104
040133194041,Block Group 1; Census Tract 3194.04; Maricopa County; Arizona,renter,71,60
040131084005,Block Group 5; Census Tract 1084; Maricopa County; Arizona,pop_total,989,352
040131084005,Block Group 5; Census Tract 1084; Maricopa County; Arizona,total_pop_r,989,352
040131084005,Block Group 5; Census Tract 1084; Maricopa County; Arizona,white_nh,484,269
040131084005,Block Group 5; Census Tract 1084; Maricopa County; Arizona,hispanic,236,223
040131084005,Block Group 5; Census Tract 1084; Maricopa County; Arizona,total_occ,511,163
040131084005,Block Group 5; Census Tract 1084; Maricopa County; Arizona,renter,402,159
040131097021,Block Group 1; Census Tract 1097.02; Maricopa County; Arizona,pop_total,2236,754
040131097021,Block Group 1; Census Tract 1097.02; Maricopa County; Arizona,total_pop_r,2236,754
040131097021,Block Group 1; Census Tract 1097.02; Maricopa County; Arizona,white_nh,242,166
040131097021,Block Group 1; Census Tract 1097.02; Maricopa County; Arizona,hispanic,1788,660
040131097021,Block Group 1; Census Tract 1097.02; Maricopa County; Arizona,total_occ,546,158
040131097021,Block Group 1; Census Tract 1097.02; Maricopa County; Arizona,renter,134,99
040131032203,Block Group 3; Census Tract 1032.20; Maricopa County; Arizona,pop_total,1076,253
040131032203,Block Group 3; Census Tract 1032.20; Maricopa County; Arizona,total_pop_r,1076,253
040131032203,Block Group 3; Census Tract 1032.20; Maricopa County; Arizona,white_nh,690,179
040131032203,Block Group 3; Census Tract 1032.20; Maricopa County; Arizona,hispanic,164,85
040131032203,Block Group 3; Census Tract 1032.20; Maricopa County; Arizona,total_occ,581,132
040131032203,Block Group 3; Census Tract 1032.20; Maricopa County; Arizona,renter,563,130
040131166172,Block Group 2; Census Tract 1166.17; Maricopa County; Arizona,pop_total,2057,1237
040131166172,Block Group 2; Census Tract 1166.17; Maricopa County; Arizona,total_pop_r,2057,1237
040131166172,Block Group 2; Census Tract 1166.17; Maricopa County; Arizona,white_nh,316,213
040131166172,Block Group 2; Census Tract 1166.17; Maricopa County; Arizona,hispanic,1365,1060
040131166172,Block Group 2; Census Tract 1166.17; Maricopa County; Arizona,total_occ,675,317
040131166172,Block Group 2; Census Tract 1166.17; Maricopa County; Arizona,renter,24,38
040131126021,Block Group 1; Census Tract 1126.02; Maricopa County; Arizona,pop_total,2407,784
040131126021,Block Group 1; Census Tract 1126.02; Maricopa County; Arizona,total_pop_r,2407,784
040131126021,Block Group 1; Census Tract 1126.02; Maricopa County; Arizona,white_nh,22,32
040131126021,Block Group 1; Census Tract 1126.02; Maricopa County; Arizona,hispanic,2385,776
040131126021,Block Group 1; Census Tract 1126.02; Maricopa County; Arizona,total_occ,564,166
040131126021,Block Group 1; Census Tract 1126.02; Maricopa County; Arizona,renter,281,123
040131125182,Block Group 2; Census Tract 1125.18; Maricopa County; Arizona,pop_total,3552,1064
040131125182,Block Group 2; Census Tract 1125.18; Maricopa County; Arizona,total_pop_r,3552,1064
040131125182,Block Group 2; Census Tract 1125.18; Maricopa County; Arizona,white_nh,465,241
040131125182,Block Group 2; Census Tract 1125.18; Maricopa County; Arizona,hispanic,2185,1066
040131125182,Block Group 2; Census Tract 1125.18; Maricopa County; Arizona,total_occ,918,174
040131125182,Block Group 2; Census Tract 1125.18; Maricopa County; Arizona,renter,155,100
040133200011,Block Group 1; Census Tract 3200.01; Maricopa County; Arizona,pop_total,2163,681
040133200011,Block Group 1; Census Tract 3200.01; Maricopa County; Arizona,total_pop_r,2163,681
040133200011,Block Group 1; Census Tract 3200.01; Maricopa County; Arizona,white_nh,823,321
040133200011,Block Group 1; Census Tract 3200.01; Maricopa County; Arizona,hispanic,569,324
040133200011,Block Group 1; Census Tract 3200.01; Maricopa County; Arizona,total_occ,913,239
040133200011,Block Group 1; Census Tract 3200.01; Maricopa County; Arizona,renter,689,218
040134202112,Block Group 2; Census Tract 4202.11; Maricopa County; Arizona,pop_total,2629,532
040134202112,Block Group 2; Census Tract 4202.11; Maricopa County; Arizona,total_pop_r,2629,532
040134202112,Block Group 2; Census Tract 4202.11; Maricopa County; Arizona,white_nh,1982,418
040134202112,Block Group 2; Census Tract 4202.11; Maricopa County; Arizona,hispanic,370,253
040134202112,Block Group 2; Census Tract 4202.11; Maricopa County; Arizona,total_occ,794,130
040134202112,Block Group 2; Census Tract 4202.11; Maricopa County; Arizona,renter,139,93
040130405353,Block Group 3; Census Tract 405.35; Maricopa County; Arizona,pop_total,2602,538
040130405353,Block Group 3; Census Tract 405.35; Maricopa County; Arizona,total_pop_r,2602,538
040130405353,Block Group 3; Census Tract 405.35; Maricopa County; Arizona,white_nh,2121,452
040130405353,Block Group 3; Census Tract 405.35; Maricopa County; Arizona,hispanic,347,251
040130405353,Block Group 3; Census Tract 405.35; Maricopa County; Arizona,total_occ,1219,239
040130405353,Block Group 3; Census Tract 405.35; Maricopa County; Arizona,renter,34,40
040130822083,Block Group 3; Census Tract 822.08; Maricopa County; Arizona,pop_total,609,293
040130822083,Block Group 3; Census Tract 822.08; Maricopa County; Arizona,total_pop_r,609,293
040130822083,Block Group 3; Census Tract 822.08; Maricopa County; Arizona,white_nh,184,97
040130822083,Block Group 3; Census Tract 822.08; Maricopa County; Arizona,hispanic,425,273
040130822083,Block Group 3; Census Tract 822.08; Maricopa County; Arizona,total_occ,174,67
040130822083,Block Group 3; Census Tract 822.08; Maricopa County; Arizona,renter,7,12
040132168371,Block Group 1; Census Tract 2168.37; Maricopa County; Arizona,pop_total,1395,475
040132168371,Block Group 1; Census Tract 2168.37; Maricopa County; Arizona,total_pop_r,1395,475
040132168371,Block Group 1; Census Tract 2168.37; Maricopa County; Arizona,white_nh,983,356
040132168371,Block Group 1; Census Tract 2168.37; Maricopa County; Arizona,hispanic,167,117
040132168371,Block Group 1; Census Tract 2168.37; Maricopa County; Arizona,total_occ,813,258
040132168371,Block Group 1; Census Tract 2168.37; Maricopa County; Arizona,renter,574,233
040134225034,Block Group 4; Census Tract 4225.03; Maricopa County; Arizona,pop_total,981,404
040134225034,Block Group 4; Census Tract 4225.03; Maricopa County; Arizona,total_pop_r,981,404
040134225034,Block Group 4; Census Tract 4225.03; Maricopa County; Arizona,white_nh,724,381
040134225034,Block Group 4; Census Tract 4225.03; Maricopa County; Arizona,hispanic,125,170
040134225034,Block Group 4; Census Tract 4225.03; Maricopa County; Arizona,total_occ,653,213
040134225034,Block Group 4; Census Tract 4225.03; Maricopa County; Arizona,renter,361,203
040134223051,Block Group 1; Census Tract 4223.05; Maricopa County; Arizona,pop_total,436,187
040134223051,Block Group 1; Census Tract 4223.05; Maricopa County; Arizona,total_pop_r,436,187
040134223051,Block Group 1; Census Tract 4223.05; Maricopa County; Arizona,white_nh,338,179
040134223051,Block Group 1; Census Tract 4223.05; Maricopa County; Arizona,hispanic,27,48
040134223051,Block Group 1; Census Tract 4223.05; Maricopa County; Arizona,total_occ,224,80
040134223051,Block Group 1; Census Tract 4223.05; Maricopa County; Arizona,renter,32,37
040131042142,Block Group 2; Census Tract 1042.14; Maricopa County; Arizona,pop_total,990,336
040131042142,Block Group 2; Census Tract 1042.14; Maricopa County; Arizona,total_pop_r,990,336
040131042142,Block Group 2; Census Tract 1042.14; Maricopa County; Arizona,white_nh,620,216
040131042142,Block Group 2; Census Tract 1042.14; Maricopa County; Arizona,hispanic,127,63
040131042142,Block Group 2; Census Tract 1042.14; Maricopa County; Arizona,total_occ,491,213
040131042142,Block Group 2; Census Tract 1042.14; Maricopa County; Arizona,renter,181,186
040138124004,Block Group 4; Census Tract 8124; Maricopa County; Arizona,pop_total,2420,712
040138124004,Block Group 4; Census Tract 8124; Maricopa County; Arizona,total_pop_r,2420,712
040138124004,Block Group 4; Census Tract 8124; Maricopa County; Arizona,white_nh,1500,629
040138124004,Block Group 4; Census Tract 8124; Maricopa County; Arizona,hispanic,562,372
040138124004,Block Group 4; Census Tract 8124; Maricopa County; Arizona,total_occ,856,281
040138124004,Block Group 4; Census Tract 8124; Maricopa County; Arizona,renter,198,152
040136119002,Block Group 2; Census Tract 6119; Maricopa County; Arizona,pop_total,1436,415
040136119002,Block Group 2; Census Tract 6119; Maricopa County; Arizona,total_pop_r,1436,415
040136119002,Block Group 2; Census Tract 6119; Maricopa County; Arizona,white_nh,983,252
040136119002,Block Group 2; Census Tract 6119; Maricopa County; Arizona,hispanic,49,39
040136119002,Block Group 2; Census Tract 6119; Maricopa County; Arizona,total_occ,451,98
040136119002,Block Group 2; Census Tract 6119; Maricopa County; Arizona,renter,62,33
040136148002,Block Group 2; Census Tract 6148; Maricopa County; Arizona,pop_total,1526,404
040136148002,Block Group 2; Census Tract 6148; Maricopa County; Arizona,total_pop_r,1526,404
040136148002,Block Group 2; Census Tract 6148; Maricopa County; Arizona,white_nh,1157,378
040136148002,Block Group 2; Census Tract 6148; Maricopa County; Arizona,hispanic,328,139
040136148002,Block Group 2; Census Tract 6148; Maricopa County; Arizona,total_occ,646,226
040136148002,Block Group 2; Census Tract 6148; Maricopa County; Arizona,renter,64,49
040131042243,Block Group 3; Census Tract 1042.24; Maricopa County; Arizona,pop_total,1914,590
040131042243,Block Group 3; Census Tract 1042.24; Maricopa County; Arizona,total_pop_r,1914,590
040131042243,Block Group 3; Census Tract 1042.24; Maricopa County; Arizona,white_nh,968,350
040131042243,Block Group 3; Census Tract 1042.24; Maricopa County; Arizona,hispanic,661,470
040131042243,Block Group 3; Census Tract 1042.24; Maricopa County; Arizona,total_occ,746,191
040131042243,Block Group 3; Census Tract 1042.24; Maricopa County; Arizona,renter,609,186
040134226433,Block Group 3; Census Tract 4226.43; Maricopa County; Arizona,pop_total,1816,648
040134226433,Block Group 3; Census Tract 4226.43; Maricopa County; Arizona,total_pop_r,1816,648
040134226433,Block Group 3; Census Tract 4226.43; Maricopa County; Arizona,white_nh,1143,470
040134226433,Block Group 3; Census Tract 4226.43; Maricopa County; Arizona,hispanic,484,419
040134226433,Block Group 3; Census Tract 4226.43; Maricopa County; Arizona,total_occ,559,174
040134226433,Block Group 3; Census Tract 4226.43; Maricopa County; Arizona,renter,14,16
040134221071,Block Group 1; Census Tract 4221.07; Maricopa County; Arizona,pop_total,2357,467
040134221071,Block Group 1; Census Tract 4221.07; Maricopa County; Arizona,total_pop_r,2357,467
040134221071,Block Group 1; Census Tract 4221.07; Maricopa County; Arizona,white_nh,1329,383
040134221071,Block Group 1; Census Tract 4221.07; Maricopa County; Arizona,hispanic,672,271
040134221071,Block Group 1; Census Tract 4221.07; Maricopa County; Arizona,total_occ,1333,251
040134221071,Block Group 1; Census Tract 4221.07; Maricopa County; Arizona,renter,750,162
040131167103,Block Group 3; Census Tract 1167.10; Maricopa County; Arizona,pop_total,1701,862
040131167103,Block Group 3; Census Tract 1167.10; Maricopa County; Arizona,total_pop_r,1701,862
040131167103,Block Group 3; Census Tract 1167.10; Maricopa County; Arizona,white_nh,1480,849
040131167103,Block Group 3; Census Tract 1167.10; Maricopa County; Arizona,hispanic,21,24
040131167103,Block Group 3; Census Tract 1167.10; Maricopa County; Arizona,total_occ,576,178
040131167103,Block Group 3; Census Tract 1167.10; Maricopa County; Arizona,renter,32,45
040134224031,Block Group 1; Census Tract 4224.03; Maricopa County; Arizona,pop_total,1385,375
040134224031,Block Group 1; Census Tract 4224.03; Maricopa County; Arizona,total_pop_r,1385,375
040134224031,Block Group 1; Census Tract 4224.03; Maricopa County; Arizona,white_nh,961,336
040134224031,Block Group 1; Census Tract 4224.03; Maricopa County; Arizona,hispanic,222,157
040134224031,Block Group 1; Census Tract 4224.03; Maricopa County; Arizona,total_occ,555,142
040134224031,Block Group 1; Census Tract 4224.03; Maricopa County; Arizona,renter,157,108
040131165002,Block Group 2; Census Tract 1165; Maricopa County; Arizona,pop_total,1667,468
040131165002,Block Group 2; Census Tract 1165; Maricopa County; Arizona,total_pop_r,1667,468
040131165002,Block Group 2; Census Tract 1165; Maricopa County; Arizona,white_nh,172,179
040131165002,Block Group 2; Census Tract 1165; Maricopa County; Arizona,hispanic,1288,484
040131165002,Block Group 2; Census Tract 1165; Maricopa County; Arizona,total_occ,539,128
040131165002,Block Group 2; Census Tract 1165; Maricopa County; Arizona,renter,224,98
040131042262,Block Group 2; Census Tract 1042.26; Maricopa County; Arizona,pop_total,1183,504
040131042262,Block Group 2; Census Tract 1042.26; Maricopa County; Arizona,total_pop_r,1183,504
040131042262,Block Group 2; Census Tract 1042.26; Maricopa County; Arizona,white_nh,924,449
040131042262,Block Group 2; Census Tract 1042.26; Maricopa County; Arizona,hispanic,248,163
040131042262,Block Group 2; Census Tract 1042.26; Maricopa County; Arizona,total_occ,468,148
040131042262,Block Group 2; Census Tract 1042.26; Maricopa County; Arizona,renter,9,16
040130405391,Block Group 1; Census Tract 405.39; Maricopa County; Arizona,pop_total,393,307
040130405391,Block Group 1; Census Tract 405.39; Maricopa County; Arizona,total_pop_r,393,307
040130405391,Block Group 1; Census Tract 405.39; Maricopa County; Arizona,white_nh,201,198
040130405391,Block Group 1; Census Tract 405.39; Maricopa County; Arizona,hispanic,7,11
040130405391,Block Group 1; Census Tract 405.39; Maricopa County; Arizona,total_occ,116,98
040130405391,Block Group 1; Census Tract 405.39; Maricopa County; Arizona,renter,0,14
040134211012,Block Group 2; Census Tract 4211.01; Maricopa County; Arizona,pop_total,1697,452
040134211012,Block Group 2; Census Tract 4211.01; Maricopa County; Arizona,total_pop_r,1697,452
040134211012,Block Group 2; Census Tract 4211.01; Maricopa County; Arizona,white_nh,692,210
040134211012,Block Group 2; Census Tract 4211.01; Maricopa County; Arizona,hispanic,713,347
040134211012,Block Group 2; Census Tract 4211.01; Maricopa County; Arizona,total_occ,711,164
040134211012,Block Group 2; Census Tract 4211.01; Maricopa County; Arizona,renter,296,114
040130101042,Block Group 2; Census Tract 101.04; Maricopa County; Arizona,pop_total,1058,199
040130101042,Block Group 2; Census Tract 101.04; Maricopa County; Arizona,total_pop_r,1058,199
040130101042,Block Group 2; Census Tract 101.04; Maricopa County; Arizona,white_nh,985,194
040130101042,Block Group 2; Census Tract 101.04; Maricopa County; Arizona,hispanic,32,37
040130101042,Block Group 2; Census Tract 101.04; Maricopa County; Arizona,total_occ,641,120
040130101042,Block Group 2; Census Tract 101.04; Maricopa County; Arizona,renter,11,17
040131167072,Block Group 2; Census Tract 1167.07; Maricopa County; Arizona,pop_total,1314,293
040131167072,Block Group 2; Census Tract 1167.07; Maricopa County; Arizona,total_pop_r,1314,293
040131167072,Block Group 2; Census Tract 1167.07; Maricopa County; Arizona,white_nh,1007,260
040131167072,Block Group 2; Census Tract 1167.07; Maricopa County; Arizona,hispanic,161,103
040131167072,Block Group 2; Census Tract 1167.07; Maricopa County; Arizona,total_occ,608,114
040131167072,Block Group 2; Census Tract 1167.07; Maricopa County; Arizona,renter,44,40
040131033051,Block Group 1; Census Tract 1033.05; Maricopa County; Arizona,pop_total,1555,315
040131033051,Block Group 1; Census Tract 1033.05; Maricopa County; Arizona,total_pop_r,1555,315
040131033051,Block Group 1; Census Tract 1033.05; Maricopa County; Arizona,white_nh,437,151
040131033051,Block Group 1; Census Tract 1033.05; Maricopa County; Arizona,hispanic,1012,307
040131033051,Block Group 1; Census Tract 1033.05; Maricopa County; Arizona,total_occ,630,96
040131033051,Block Group 1; Census Tract 1033.05; Maricopa County; Arizona,renter,365,113
040130609031,Block Group 1; Census Tract 609.03; Maricopa County; Arizona,pop_total,531,315
040130609031,Block Group 1; Census Tract 609.03; Maricopa County; Arizona,total_pop_r,531,315
040130609031,Block Group 1; Census Tract 609.03; Maricopa County; Arizona,white_nh,96,105
040130609031,Block Group 1; Census Tract 609.03; Maricopa County; Arizona,hispanic,216,190
040130609031,Block Group 1; Census Tract 609.03; Maricopa County; Arizona,total_occ,152,91
040130609031,Block Group 1; Census Tract 609.03; Maricopa County; Arizona,renter,75,75
040130820271,Block Group 1; Census Tract 820.27; Maricopa County; Arizona,pop_total,2208,533
040130820271,Block Group 1; Census Tract 820.27; Maricopa County; Arizona,total_pop_r,2208,533
040130820271,Block Group 1; Census Tract 820.27; Maricopa County; Arizona,white_nh,461,209
040130820271,Block Group 1; Census Tract 820.27; Maricopa County; Arizona,hispanic,1186,512
040130820271,Block Group 1; Census Tract 820.27; Maricopa County; Arizona,total_occ,657,134
040130820271,Block Group 1; Census Tract 820.27; Maricopa County; Arizona,renter,397,123
040132168071,Block Group 1; Census Tract 2168.07; Maricopa County; Arizona,pop_total,2135,487
040132168071,Block Group 1; Census Tract 2168.07; Maricopa County; Arizona,total_pop_r,2135,487
040132168071,Block Group 1; Census Tract 2168.07; Maricopa County; Arizona,white_nh,2006,491
040132168071,Block Group 1; Census Tract 2168.07; Maricopa County; Arizona,hispanic,108,131
040132168071,Block Group 1; Census Tract 2168.07; Maricopa County; Arizona,total_occ,1051,243
040132168071,Block Group 1; Census Tract 2168.07; Maricopa County; Arizona,renter,179,114
040131077003,Block Group 3; Census Tract 1077; Maricopa County; Arizona,pop_total,985,217
040131077003,Block Group 3; Census Tract 1077; Maricopa County; Arizona,total_pop_r,985,217
040131077003,Block Group 3; Census Tract 1077; Maricopa County; Arizona,white_nh,613,197
040131077003,Block Group 3; Census Tract 1077; Maricopa County; Arizona,hispanic,77,84
040131077003,Block Group 3; Census Tract 1077; Maricopa County; Arizona,total_occ,876,193
040131077003,Block Group 3; Census Tract 1077; Maricopa County; Arizona,renter,682,171
040131032121,Block Group 1; Census Tract 1032.12; Maricopa County; Arizona,pop_total,1127,271
040131032121,Block Group 1; Census Tract 1032.12; Maricopa County; Arizona,total_pop_r,1127,271
040131032121,Block Group 1; Census Tract 1032.12; Maricopa County; Arizona,white_nh,1047,271
040131032121,Block Group 1; Census Tract 1032.12; Maricopa County; Arizona,hispanic,44,36
040131032121,Block Group 1; Census Tract 1032.12; Maricopa County; Arizona,total_occ,466,144
040131032121,Block Group 1; Census Tract 1032.12; Maricopa County; Arizona,renter,38,35
040134209021,Block Group 1; Census Tract 4209.02; Maricopa County; Arizona,pop_total,2000,773
040134209021,Block Group 1; Census Tract 4209.02; Maricopa County; Arizona,total_pop_r,2000,773
040134209021,Block Group 1; Census Tract 4209.02; Maricopa County; Arizona,white_nh,1450,683
040134209021,Block Group 1; Census Tract 4209.02; Maricopa County; Arizona,hispanic,470,241
040134209021,Block Group 1; Census Tract 4209.02; Maricopa County; Arizona,total_occ,729,224
040134209021,Block Group 1; Census Tract 4209.02; Maricopa County; Arizona,renter,152,88
040138140003,Block Group 3; Census Tract 8140; Maricopa County; Arizona,pop_total,528,119
040138140003,Block Group 3; Census Tract 8140; Maricopa County; Arizona,total_pop_r,528,119
040138140003,Block Group 3; Census Tract 8140; Maricopa County; Arizona,white_nh,466,125
040138140003,Block Group 3; Census Tract 8140; Maricopa County; Arizona,hispanic,9,14
040138140003,Block Group 3; Census Tract 8140; Maricopa County; Arizona,total_occ,310,65
040138140003,Block Group 3; Census Tract 8140; Maricopa County; Arizona,renter,30,34
040132168201,Block Group 1; Census Tract 2168.20; Maricopa County; Arizona,pop_total,1318,522
040132168201,Block Group 1; Census Tract 2168.20; Maricopa County; Arizona,total_pop_r,1318,522
040132168201,Block Group 1; Census Tract 2168.20; Maricopa County; Arizona,white_nh,1271,522
040132168201,Block Group 1; Census Tract 2168.20; Maricopa County; Arizona,hispanic,26,33
040132168201,Block Group 1; Census Tract 2168.20; Maricopa County; Arizona,total_occ,668,196
040132168201,Block Group 1; Census Tract 2168.20; Maricopa County; Arizona,renter,19,29
040131071011,Block Group 1; Census Tract 1071.01; Maricopa County; Arizona,pop_total,2974,1052
040131071011,Block Group 1; Census Tract 1071.01; Maricopa County; Arizona,total_pop_r,2974,1052
040131071011,Block Group 1; Census Tract 1071.01; Maricopa County; Arizona,white_nh,375,172
040131071011,Block Group 1; Census Tract 1071.01; Maricopa County; Arizona,hispanic,2401,1037
040131071011,Block Group 1; Census Tract 1071.01; Maricopa County; Arizona,total_occ,749,231
040131071011,Block Group 1; Census Tract 1071.01; Maricopa County; Arizona,renter,105,95
040134226251,Block Group 1; Census Tract 4226.25; Maricopa County; Arizona,pop_total,2377,513
040134226251,Block Group 1; Census Tract 4226.25; Maricopa County; Arizona,total_pop_r,2377,513
040134226251,Block Group 1; Census Tract 4226.25; Maricopa County; Arizona,white_nh,1502,417
040134226251,Block Group 1; Census Tract 4226.25; Maricopa County; Arizona,hispanic,793,302
040134226251,Block Group 1; Census Tract 4226.25; Maricopa County; Arizona,total_occ,974,182
040134226251,Block Group 1; Census Tract 4226.25; Maricopa County; Arizona,renter,129,93
040131121001,Block Group 1; Census Tract 1121; Maricopa County; Arizona,pop_total,1770,668
040131121001,Block Group 1; Census Tract 1121; Maricopa County; Arizona,total_pop_r,1770,668
040131121001,Block Group 1; Census Tract 1121; Maricopa County; Arizona,white_nh,29,41
040131121001,Block Group 1; Census Tract 1121; Maricopa County; Arizona,hispanic,1525,661
040131121001,Block Group 1; Census Tract 1121; Maricopa County; Arizona,total_occ,467,147
040131121001,Block Group 1; Census Tract 1121; Maricopa County; Arizona,renter,60,58
040134223072,Block Group 2; Census Tract 4223.07; Maricopa County; Arizona,pop_total,539,194
040134223072,Block Group 2; Census Tract 4223.07; Maricopa County; Arizona,total_pop_r,539,194
040134223072,Block Group 2; Census Tract 4223.07; Maricopa County; Arizona,white_nh,397,179
040134223072,Block Group 2; Census Tract 4223.07; Maricopa County; Arizona,hispanic,19,33
040134223072,Block Group 2; Census Tract 4223.07; Maricopa County; Arizona,total_occ,177,52
040134223072,Block Group 2; Census Tract 4223.07; Maricopa County; Arizona,renter,7,10
040131133012,Block Group 2; Census Tract 1133.01; Maricopa County; Arizona,pop_total,1069,350
040131133012,Block Group 2; Census Tract 1133.01; Maricopa County; Arizona,total_pop_r,1069,350
040131133012,Block Group 2; Census Tract 1133.01; Maricopa County; Arizona,white_nh,105,79
040131133012,Block Group 2; Census Tract 1133.01; Maricopa County; Arizona,hispanic,781,352
040131133012,Block Group 2; Census Tract 1133.01; Maricopa County; Arizona,total_occ,500,103
040131133012,Block Group 2; Census Tract 1133.01; Maricopa County; Arizona,renter,466,102
